"id","surface","source","file","line","occurrences","locale","key","current_text","suggested_text","notes"
"i18n.zh.parties.title","frontstage","i18n","src/lib/i18n.ts","300","1","zh","parties.title","相关主体管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.desc","frontstage","i18n","src/lib/i18n.ts","301","1","zh","parties.desc","统一管理买方、卖方、房东、租客、管理委托方等主体，并可视化其合同关系。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.title","frontstage","i18n","src/lib/i18n.ts","302","1","zh","parties.table.title","主体列表","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.resultCount","frontstage","i18n","src/lib/i18n.ts","303","1","zh","parties.table.resultCount","搜索结果 {{count}} 条","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.name","frontstage","i18n","src/lib/i18n.ts","304","1","zh","parties.table.name","主体名","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.type","frontstage","i18n","src/lib/i18n.ts","305","1","zh","parties.table.type","类型","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.contact","frontstage","i18n","src/lib/i18n.ts","306","1","zh","parties.table.contact","联系方式","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.roles","frontstage","i18n","src/lib/i18n.ts","307","1","zh","parties.table.roles","角色标签","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.relatedProperty","frontstage","i18n","src/lib/i18n.ts","308","1","zh","parties.table.relatedProperty","关联物件提示","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.table.contractCount","frontstage","i18n","src/lib/i18n.ts","309","1","zh","parties.table.contractCount","合同数","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.type.individual","frontstage","i18n","src/lib/i18n.ts","310","1","zh","parties.type.individual","个人","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.parties.type.corporate","frontstage","i18n","src/lib/i18n.ts","311","1","zh","parties.type.corporate","法人","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.title","frontstage","i18n","src/lib/i18n.ts","313","1","zh","contracts.title","合同管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.desc","frontstage","i18n","src/lib/i18n.ts","314","1","zh","contracts.desc","统一管理租赁、买卖、管理委托、媒介四类合同，并保留可追溯的合同履历。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.title","frontstage","i18n","src/lib/i18n.ts","315","1","zh","contracts.table.title","合同列表","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.number","frontstage","i18n","src/lib/i18n.ts","316","1","zh","contracts.table.number","合同编号","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.type","frontstage","i18n","src/lib/i18n.ts","317","1","zh","contracts.table.type","合同类型","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.property","frontstage","i18n","src/lib/i18n.ts","318","1","zh","contracts.table.property","关联物件","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.party","frontstage","i18n","src/lib/i18n.ts","319","1","zh","contracts.table.party","关联主体","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.signedAt","frontstage","i18n","src/lib/i18n.ts","320","1","zh","contracts.table.signedAt","签署日","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.effectiveUntil","frontstage","i18n","src/lib/i18n.ts","321","1","zh","contracts.table.effectiveUntil","有效期","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.table.status","frontstage","i18n","src/lib/i18n.ts","322","1","zh","contracts.table.status","状态","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.type.sell","frontstage","i18n","src/lib/i18n.ts","323","1","zh","contracts.type.sell","买卖合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.type.rent","frontstage","i18n","src/lib/i18n.ts","324","1","zh","contracts.type.rent","租赁合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.type.pm","frontstage","i18n","src/lib/i18n.ts","325","1","zh","contracts.type.pm","管理委托合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.contracts.type.agent","frontstage","i18n","src/lib/i18n.ts","326","1","zh","contracts.type.agent","媒介合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.title","frontstage","i18n","src/lib/i18n.ts","328","1","zh","service.title","跟进记录","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.desc","frontstage","i18n","src/lib/i18n.ts","329","1","zh","service.desc","记录维修、点检、咨询和后续处理，保留物件与客户的处理履历。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.title","frontstage","i18n","src/lib/i18n.ts","330","1","zh","service.table.title","记录列表","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.requestTitle","frontstage","i18n","src/lib/i18n.ts","331","1","zh","service.table.requestTitle","标题","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.property","frontstage","i18n","src/lib/i18n.ts","332","1","zh","service.table.property","关联物件","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.party","frontstage","i18n","src/lib/i18n.ts","333","1","zh","service.table.party","关联主体","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.occurredAt","frontstage","i18n","src/lib/i18n.ts","334","1","zh","service.table.occurredAt","发生日","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.completedAt","frontstage","i18n","src/lib/i18n.ts","335","1","zh","service.table.completedAt","完成日","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.cost","frontstage","i18n","src/lib/i18n.ts","336","1","zh","service.table.cost","费用","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.service.table.status","frontstage","i18n","src/lib/i18n.ts","337","1","zh","service.table.status","状态","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.title","frontstage","i18n","src/lib/i18n.ts","339","1","zh","output.title","PDF 输出中心","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.desc","frontstage","i18n","src/lib/i18n.ts","340","1","zh","output.desc","从已整理的物件、主体和提案资料中选择模板，完成生成检查后下载 PDF。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.card.standard","frontstage","i18n","src/lib/i18n.ts","341","1","zh","output.card.standard","标准模板","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.card.adjust","frontstage","i18n","src/lib/i18n.ts","342","1","zh","output.card.adjust","模板可在“模板”页面统一调整。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.title","frontstage","i18n","src/lib/i18n.ts","343","1","zh","output.history.title","输出历史","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.sheetType","frontstage","i18n","src/lib/i18n.ts","344","1","zh","output.history.sheetType","文书类型","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.relatedContract","frontstage","i18n","src/lib/i18n.ts","345","1","zh","output.history.relatedContract","关联合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.generatedAt","frontstage","i18n","src/lib/i18n.ts","346","1","zh","output.history.generatedAt","输出时间","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.action","frontstage","i18n","src/lib/i18n.ts","347","1","zh","output.history.action","操作","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.preview","frontstage","i18n","src/lib/i18n.ts","348","1","zh","output.history.preview","预览","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.output.history.titleCol","frontstage","i18n","src/lib/i18n.ts","349","1","zh","output.history.titleCol","标题","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.title","frontstage","i18n","src/lib/i18n.ts","351","1","zh","templates.title","模板 / 格式设置","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.desc","frontstage","i18n","src/lib/i18n.ts","352","1","zh","templates.desc","可根据法规更新和内部流程变化统一维护输出文书的文案、公司信息和显示项。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.sheet.title","frontstage","i18n","src/lib/i18n.ts","353","1","zh","templates.sheet.title","文书模板","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.sheet.subtitle","frontstage","i18n","src/lib/i18n.ts","354","1","zh","templates.sheet.subtitle","提案书・明细・资金计划・前提条件","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.sheet.desc","frontstage","i18n","src/lib/i18n.ts","355","1","zh","templates.sheet.desc","统一设置标题、免责说明、公司信息和审批栏显示规则。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.sheet.edit","frontstage","i18n","src/lib/i18n.ts","356","1","zh","templates.sheet.edit","编辑文书模板","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.title","frontstage","i18n","src/lib/i18n.ts","357","1","zh","templates.contract.title","合同模板（扩展预定）","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.subtitle","frontstage","i18n","src/lib/i18n.ts","358","1","zh","templates.contract.subtitle","租赁・买卖・管理委托・媒介","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.1","frontstage","i18n","src/lib/i18n.ts","359","1","zh","templates.contract.1","・合同条款可变块化","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.2","frontstage","i18n","src/lib/i18n.ts","360","1","zh","templates.contract.2","・按公司管理格式差异","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.3","frontstage","i18n","src/lib/i18n.ts","361","1","zh","templates.contract.3","・修订记录与格式管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.contract.note","frontstage","i18n","src/lib/i18n.ts","362","1","zh","templates.contract.note","下一阶段将追加合同模板设置 UI。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.rules.title","frontstage","i18n","src/lib/i18n.ts","363","1","zh","templates.rules.title","运用规则","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.rules.subtitle","frontstage","i18n","src/lib/i18n.ts","364","1","zh","templates.rules.subtitle","日本市场标准化方针","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.rules.1","frontstage","i18n","src/lib/i18n.ts","365","1","zh","templates.rules.1","启用前确认范本适用日","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.rules.2","frontstage","i18n","src/lib/i18n.ts","366","1","zh","templates.rules.2","修改法定文案时必须记录更新原因","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.rules.3","frontstage","i18n","src/lib/i18n.ts","367","1","zh","templates.rules.3","面向客户输出时必须使用最新模板","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.latest.title","frontstage","i18n","src/lib/i18n.ts","368","1","zh","templates.latest.title","最新范本记录","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.latest.subtitle","frontstage","i18n","src/lib/i18n.ts","369","1","zh","templates.latest.subtitle","最近5条","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.templates.latest.empty","frontstage","i18n","src/lib/i18n.ts","370","1","zh","templates.latest.empty","暂无范本更新历史。","","Can be edited in CSV and migrated back to i18n source."
"hardcoded.5982e28d0e","frontstage","hardcoded","src/app/cases/[id]/page.tsx","110","9","unknown","","확인 필요","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b5a77c7c3d","frontstage","hardcoded","src/app/cases/[id]/page.tsx","110","4","unknown","","確認が必要","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.1f12f1d2e9","frontstage","hardcoded","src/app/cases/[id]/page.tsx","111","10","unknown","","確認済み","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.d1a349f788","frontstage","hardcoded","src/app/cases/[id]/page.tsx","111","3","unknown","","확인됨","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.d9fea67ad2","frontstage","hardcoded","src/app/cases/[id]/page.tsx","111","5","unknown","","已确认","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.4b395d0e0e","frontstage","hardcoded","src/app/cases/[id]/page.tsx","112","3","unknown","","已修正","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.6b7dad83b5","frontstage","hardcoded","src/app/cases/[id]/page.tsx","112","3","unknown","","수정됨","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.953342f693","frontstage","hardcoded","src/app/cases/[id]/page.tsx","112","3","unknown","","修正済み","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.d801b0157f","frontstage","hardcoded","src/app/cases/[id]/page.tsx","114","3","unknown","","不采用","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.27b5842c97","frontstage","hardcoded","src/app/cases/[id]/page.tsx","123","3","unknown","","待确认","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.ea81c0b842","frontstage","hardcoded","src/app/cases/[id]/page.tsx","123","9","unknown","","要確認","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.287a1d1034","frontstage","hardcoded","src/app/cases/[id]/page.tsx","125","5","unknown","","未填写","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.80756b4bee","frontstage","hardcoded","src/app/cases/[id]/page.tsx","125","5","unknown","","미입력","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.eec46c136f","frontstage","hardcoded","src/app/cases/[id]/page.tsx","129","3","unknown","","不适用","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.3945ad278d","frontstage","hardcoded","src/app/cases/[id]/page.tsx","146","3","unknown","","확인 완료","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.39298c3247","frontstage","hardcoded","src/app/cases/[id]/page.tsx","149","3","unknown","","該当なし","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.46105c22cb","frontstage","hardcoded","src/app/cases/[id]/page.tsx","156","3","unknown","","店舗","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.53ba1f65fb","frontstage","hardcoded","src/app/cases/[id]/page.tsx","156","4","unknown","","駐車場","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.7c2281ce71","frontstage","hardcoded","src/app/cases/[id]/page.tsx","156","14","unknown","","その他","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.ec037d3765","frontstage","hardcoded","src/app/cases/[id]/page.tsx","156","5","unknown","","事務所","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.26bc84961c","frontstage","hardcoded","src/app/cases/[id]/page.tsx","165","4","unknown","","女","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.51625d909c","frontstage","hardcoded","src/app/cases/[id]/page.tsx","165","5","unknown","","男","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.fbd5b75066","frontstage","hardcoded","src/app/cases/[id]/page.tsx","168","4","unknown","","有","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b76783d38c","frontstage","hardcoded","src/app/cases/[id]/page.tsx","174","5","unknown","","学生","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.2625223796","frontstage","hardcoded","src/app/cases/[id]/page.tsx","177","8","unknown","","在留カード","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.750905fbc7","frontstage","hardcoded","src/app/cases/[id]/page.tsx","177","4","unknown","","運転免許証","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.3ccb7f3713","frontstage","hardcoded","src/app/cases/[id]/page.tsx","183","8","unknown","","勤務先","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.769e2ccd23","frontstage","hardcoded","src/app/cases/[id]/page.tsx","183","5","unknown","","配偶者","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.ad2abe2c58","frontstage","hardcoded","src/app/cases/[id]/page.tsx","190","5","unknown","","1990年1月1日","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.6f14c2641c","frontstage","hardcoded","src/app/cases/[id]/page.tsx","209","7","unknown","","年","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b884251756","frontstage","hardcoded","src/app/cases/[id]/page.tsx","367","5","unknown","","정보 정리","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.623a8d3806","frontstage","hardcoded","src/app/cases/[id]/page.tsx","563","4","unknown","","任意","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b3f676f72a","frontstage","hardcoded","src/app/cases/[id]/page.tsx","955","4","unknown","","整理信息","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.309f9d0610","frontstage","hardcoded","src/app/cases/[id]/page.tsx","967","5","unknown","","資料を追加","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.daa420b7f2","frontstage","hardcoded","src/app/cases/[id]/page.tsx","967","5","unknown","","자료 추가","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.c903bdccd9","frontstage","hardcoded","src/app/cases/[id]/page.tsx","970","4","unknown","","输出文件","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.f8d95d487a","frontstage","hardcoded","src/app/cases/[id]/page.tsx","999","4","unknown","","本人資料","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.f9579637f4","frontstage","hardcoded","src/app/cases/[id]/page.tsx","999","4","unknown","","本人资料","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.7baf1ef80e","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1046","6","unknown","","读取资料","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.a30f46b7ff","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1139","4","unknown","","정리 필요","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.149431304f","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1140","4","unknown","","정리됨","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b2c2b480a6","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1140","4","unknown","","已整理","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.8d8680373c","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1168","5","unknown","","완료","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.d3d436acb0","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1190","4","unknown","","入力済み","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.1e59196785","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1234","4","unknown","","항목","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.676fd36f18","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1234","4","unknown","","項目","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.163aec9194","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1235","5","unknown","","内容","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.2926977ba7","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1236","16","unknown","","상태","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.62e951a692","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1236","16","unknown","","状态","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.74785537a0","frontstage","hardcoded","src/app/cases/[id]/page.tsx","1236","13","unknown","","状態","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.8a10be6e46","frontstage","hardcoded","src/app/cases/new/page.tsx","25","31","unknown","","物件","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.0724f0fd09","frontstage","hardcoded","src/app/import-center/page.tsx","55","17","unknown","","物件名","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.11d6ed1fe4","frontstage","hardcoded","src/app/import-center/page.tsx","55","4","unknown","","物件名称","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.1fb484a5eb","frontstage","hardcoded","src/app/import-center/page.tsx","55","5","unknown","","매물명","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.0a6e0114f2","frontstage","hardcoded","src/app/import-center/page.tsx","59","6","unknown","","소재지","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.67d2d7970f","frontstage","hardcoded","src/app/import-center/page.tsx","59","7","unknown","","地址","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.fe837ba65f","frontstage","hardcoded","src/app/import-center/page.tsx","59","11","unknown","","所在地","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.078b3a1b0a","frontstage","hardcoded","src/app/import-center/page.tsx","103","4","unknown","","제목","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.2a3869a18c","frontstage","hardcoded","src/app/import-center/page.tsx","123","5","unknown","","賃料","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.79aacc634a","frontstage","hardcoded","src/app/import-center/page.tsx","277","4","unknown","","未設定","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.deff13211c","frontstage","hardcoded","src/app/import-center/page.tsx","282","5","unknown","","契約","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.16b1fd0f57","frontstage","hardcoded","src/app/import-center/page.tsx","283","4","unknown","","対応履歴","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b9a2f9c035","frontstage","hardcoded","src/app/import-center/page.tsx","284","6","unknown","","提案","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.a178daac25","frontstage","hardcoded","src/app/import-center/page.tsx","912","7","unknown","","管理費","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.e75002c3e5","frontstage","hardcoded","src/app/import-center/page.tsx","912","7","unknown","","管理费","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.ee80d54ef7","frontstage","hardcoded","src/app/import-center/page.tsx","912","5","unknown","","관리비","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.b5d9325c6e","frontstage","hardcoded","src/app/import-center/page.tsx","913","5","unknown","","修繕積立金","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.032dd2d867","frontstage","hardcoded","src/app/import-center/page.tsx","914","6","unknown","","備考","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.75cffa413d","frontstage","hardcoded","src/app/import-center/page.tsx","914","4","unknown","","비고","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.6779ed2012","frontstage","hardcoded","src/app/import-center/page.tsx","1227","4","unknown","","需确认","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.0c295d2805","frontstage","hardcoded","src/app/organize-center/page.tsx","52","6","unknown","","案件","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.d9db02d07a","frontstage","hardcoded","src/app/organize-center/page.tsx","64","8","unknown","","更新","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.7816c3ba78","frontstage","hardcoded","src/app/organize-center/page.tsx","79","12","unknown","","法人","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.6b75ef797f","frontstage","hardcoded","src/app/organize-center/page.tsx","80","4","unknown","","個人","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.2d7c0c32a3","frontstage","hardcoded","src/app/organize-center/page.tsx","139","7","unknown","","个人","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.7a040b64bd","frontstage","hardcoded","src/app/organize-center/page.tsx","198","4","unknown","","개인","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.309b979031","frontstage","hardcoded","src/app/organize-center/page.tsx","266","4","unknown","","手入力","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.e9dde4361a","frontstage","hardcoded","src/app/page.tsx","187","5","unknown","","役割","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.6b26695e4d","frontstage","hardcoded","src/app/page.tsx","267","4","unknown","","角色","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
"hardcoded.f3f4087e96","frontstage","hardcoded","src/app/page.tsx","347","6","unknown","","역할","","Hardcoded UI copy. Migrate to i18n before automatic replacement."
